customer_id,age,gender,state,city,zone,education_level,occupation,primary_language,income_level,provider,plan_type,tenure_months,registration_date,monthly_charges,total_charges,data_usage_gb,voice_usage_minutes,sms_usage,network_type,call_drop_rate,network_downtime_hours,internet_speed_mbps,customer_service_calls,complaint_resolution_time,satisfaction_score,payment_method,late_payments,has_caller_tune,has_data_rollover,has_international_roaming,uses_mobile_money,uses_ussd_banking,subscribes_to_news,uses_social_bundles,family_plan,referrals_made,competitor_offers_received,device_age_years,smartphone_user,churn
NIG011394,60,Male,Niger,Niger City,North Central,Secondary,Entrepreneur,Yoruba,Low,9mobile,Prepaid,10,2024-09-25,3977.54,30818.15,2.22,880.13,73,4G,0.034,3.99,14.84,1,71.92,1.9,USSD,1,0,1,0,0,1,0,1,0,2,1,0.2,1,1
NIG011395,42,Male,Oyo,Ogbomoso,South West,HND/BSc,Artisan,Yoruba,Low,MTN,Postpaid,40,2022-04-09,5146.86,148200.27,1.39,111.13,40,4G,0.126,1.69,9.97,1,1.06,4,Bank Transfer,2,1,0,1,1,1,0,1,1,1,5,2.3,1,0
NIG011396,59,Male,Osun,Osun City,South West,Primary,Driver,English,Low,Airtel,Prepaid,13,2024-06-27,3212.68,40829.41,8.52,174.59,62,4G,0.032,0.27,21.94,1,39.7,1.8,Mobile Money,0,1,0,0,1,0,0,1,0,0,4,1.3,0,0
NIG011397,37,Male,Ekiti,Ekiti City,South West,Masters,Trader,English,Low,MTN,Prepaid,43,2022-01-09,2678.81,125718.35,6.81,305.19,54,5G,0.178,4.22,30.36,0,6.41,1.7,Airtime Transfer,3,1,0,0,1,0,1,1,0,1,1,0.1,1,0
NIG011398,48,Female,Kaduna,Kaduna,North West,Secondary,Accountant,English,Low,MTN,Prepaid,63,2020-05-19,5271.35,261874.88,3.27,399.27,50,4G,0.141,1.79,40.94,2,7.7,7.9,POS,0,0,0,0,1,1,1,1,0,2,5,1,1,0
NIG011399,38,Female,Imo,Imo City,South East,OND/NCE,Entrepreneur,Igbo,Low,Airtel,Postpaid,13,2024-06-27,8955.66,145034.64,0.81,214.09,63,2G,0.196,0.57,21.97,1,27.13,3.4,Airtime Transfer,1,0,1,0,1,1,0,1,0,1,6,0.1,1,1
NIG011400,45,Male,Rivers,Obio-Akpor,South South,Primary,Doctor,Hausa,Low,MTN,Prepaid,17,2024-02-28,3117.83,59902.99,3.1,558.74,52,4G,0.282,2.52,41.64,3,2.3,7.3,Airtime Transfer,0,0,1,0,1,0,1,1,0,3,3,0.8,1,0
NIG011401,74,Male,Kano,Karaye,North West,HND/BSc,Teacher,English,Low,Airtel,Prepaid,44,2021-12-10,4726.99,216102.94,3.99,505.08,50,4G,0.25,8.52,13.29,1,62.34,9.1,Airtime Transfer,0,0,1,0,0,1,0,0,1,2,2,0.3,0,0
NIG011402,20,Female,Bauchi,Bauchi City,North East,Primary,Farmer,Hausa,Middle,Airtel,Postpaid,21,2023-10-31,2000,45608.1,0.65,1023.59,48,3G,0.129,3.54,2.43,2,8.02,4.9,Airtime Transfer,0,1,1,0,1,0,1,1,1,0,4,1.8,0,0
NIG011403,58,Male,Abia,Abia City,South East,Primary,Farmer,Yoruba,Low,9mobile,Prepaid,19,2023-12-30,3051.82,68869.87,13.46,187.56,53,4G,0.058,1.94,18.22,1,7.61,5.7,Card,2,0,0,0,1,1,1,1,0,0,3,0.1,1,0
NIG011404,67,Male,Yobe,Yobe City,North East,Primary,IT Professional,English,Middle,Glo,Postpaid,10,2024-09-25,10655.09,128459.71,4.89,1301.81,54,4G,0.28,2.52,33.41,4,13.61,3.6,Card,1,1,0,0,0,1,0,1,1,1,2,3.2,1,1
NIG011405,28,Male,Ogun,Ogun City,South West,Secondary,Entrepreneur,Hausa,Low,Airtel,Prepaid,41,2022-03-10,4221.99,132526.26,3.99,1067.65,49,4G,0.088,0.95,39.75,2,36.09,7.8,Bank Transfer,0,1,0,0,1,0,0,1,0,1,3,1.2,1,0
NIG011406,64,Male,Gombe,Gombe City,North East,Secondary,Banker,Hausa,Middle,Glo,Prepaid,32,2022-12-05,1827.18,66508.76,13.25,714.87,40,2G,0.007,4.88,51.12,1,27.83,3.3,Bank Transfer,0,1,1,1,0,1,1,1,1,3,2,1.4,1,0
NIG011407,39,Male,Oyo,Saki,South West,Secondary,Student,Yoruba,Low,Airtel,Prepaid,9,2024-10-25,3066.05,25476.78,1.62,552.12,50,3G,0.279,1.06,11.4,3,14.32,3.4,Mobile Money,0,0,0,0,0,1,1,0,0,1,3,2.5,1,0
NIG011408,53,Female,Lagos,Epe,South West,Primary,Trader,English,High,9mobile,Prepaid,5,2025-02-22,3866.78,20743.4,2.2,275.86,43,3G,0.119,0.61,30.83,3,1.75,8.6,Bank Transfer,0,1,0,0,0,1,0,1,0,1,3,1.9,1,0
NIG011409,30,Male,Lagos,Lagos,South West,Secondary,Driver,Fulani,Low,Glo,Prepaid,26,2023-06-03,3288.8,59942.44,9.21,410.15,58,4G,0.109,7.73,2.37,2,57.4,6.2,Card,0,1,0,0,0,1,1,1,0,3,3,0.1,0,0
NIG011410,37,Male,Kogi,Kogi City,North Central,Primary,Farmer,Yoruba,Low,Airtel,Prepaid,5,2025-02-22,6778.51,41290.21,7.79,476.7,47,4G,0.098,1.33,8.21,2,30.74,5.7,Mobile Money,2,0,0,1,0,1,1,0,0,1,3,3.2,0,0
NIG011411,37,Female,Oyo,Iseyin,South West,OND/NCE,Trader,Yoruba,Low,Glo,Postpaid,15,2024-04-28,4369.24,83138.52,1,446.97,49,4G,0.262,0.57,28.94,2,28.93,5.8,USSD,1,0,0,0,0,0,0,1,1,2,0,3.7,0,0
NIG011412,33,Male,Oyo,Saki,South West,HND/BSc,Engineer,Igbo,Low,MTN,Prepaid,6,2025-01-23,3577.92,25549.8,0.47,276.76,49,4G,0.056,0.07,12.02,4,28.98,4.4,Airtime Transfer,2,0,0,0,1,1,0,1,0,0,2,4.4,1,0
NIG011413,31,Female,Taraba,Taraba City,North East,No Formal Education,Farmer,Yoruba,Low,MTN,Prepaid,27,2023-05-04,3364.7,101943.5,1.32,407.28,54,3G,0.178,0.75,1.06,3,49.75,5.3,Card,2,0,0,0,1,0,0,1,0,3,5,0.8,0,1
NIG011414,55,Male,Lagos,Badagry,South West,Secondary,Farmer,Igbo,Middle,MTN,Prepaid,6,2025-01-23,2312.54,11502.88,1.98,331.86,45,4G,0.024,0.52,16.95,2,28.09,1.1,USSD,0,0,1,1,0,1,0,1,0,1,2,0.2,1,0
NIG011415,27,Male,Kebbi,Kebbi City,North West,Secondary,Student,Igbo,Low,Airtel,Postpaid,109,2016-08-08,8911.06,998867.89,1.3,493.22,49,4G,0.294,1.93,44.14,2,10.03,9.9,Card,0,0,0,0,1,1,1,1,1,3,6,0.4,1,0
NIG011416,35,Female,Kano,Kano,North West,OND/NCE,Entrepreneur,Yoruba,Low,MTN,Postpaid,23,2023-09-01,7718.55,158516.64,3.37,1024.12,56,4G,0.279,6.07,37.13,1,0.94,6.2,Bank Transfer,1,0,0,0,0,1,0,1,0,1,2,0.3,1,0
NIG011417,42,Female,Ondo,Ondo City,South West,OND/NCE,Civil Servant,Yoruba,High,9mobile,Postpaid,33,2022-11-05,3386.4,88073.35,8.86,574.93,58,5G,0.006,0.8,26.34,6,17.16,5.9,POS,0,1,0,0,0,1,0,1,0,4,5,0,1,0
NIG011418,36,Male,Kano,Gwarzo,North West,No Formal Education,Sales Rep,Hausa,Middle,MTN,Postpaid,77,2019-03-26,9882.39,584625.88,6.82,126,55,4G,0.238,12.91,24.14,0,15.68,1.8,Bank Transfer,0,0,0,0,0,0,0,0,0,1,2,0.3,1,0
NIG011419,16,Male,Ekiti,Ekiti City,South West,Secondary,Farmer,Igbo,Middle,MTN,Prepaid,2,2025-05-23,3454.57,6647.19,8.25,737.36,53,4G,0.034,0.35,8.41,2,121.65,4.7,USSD,0,1,0,0,0,0,1,1,0,4,3,0.6,1,0
NIG011420,72,Male,Kano,Wudil,North West,Masters,Artisan,Yoruba,Middle,MTN,Prepaid,4,2025-03-24,5347.1,20509.28,3.56,666.39,55,3G,0.091,0.55,4.22,1,8.02,5,USSD,0,0,1,0,1,0,1,1,1,2,2,1.5,1,1
NIG011421,29,Male,Ebonyi,Ebonyi City,South East,Secondary,Trader,Yoruba,Middle,MTN,Prepaid,41,2022-03-10,4518.26,220254.85,3.78,697.56,55,4G,0.042,1.57,24.3,1,17.37,7.5,Bank Transfer,1,1,0,0,1,0,0,1,0,2,4,1.4,1,0
NIG011422,26,Female,Niger,Niger City,North Central,Masters,Civil Servant,English,Low,MTN,Prepaid,3,2025-04-23,3633.65,10637.84,3.34,457.17,51,3G,0.145,2.28,23.34,0,1.19,2.4,POS,0,0,0,0,1,0,0,1,0,0,4,1.5,1,1
NIG011423,28,Female,Adamawa,Adamawa City,North East,Primary,Civil Servant,Hausa,Low,Glo,Prepaid,18,2024-01-29,4161.35,93916.86,7.94,440.26,61,4G,0.251,0.07,5.27,4,38.7,5.4,Airtime Transfer,0,0,0,1,1,1,0,0,0,4,1,0.6,1,0
NIG011424,54,Male,Lagos,Badagry,South West,HND/BSc,IT Professional,Hausa,Low,Glo,Prepaid,14,2024-05-28,4729.01,71136.16,8.44,875.74,59,5G,0.087,4.8,30.23,3,54.34,8.3,Bank Transfer,0,0,0,0,1,1,0,1,0,3,5,1.4,1,0
NIG011425,50,Male,Ogun,Ogun City,South West,HND/BSc,Entrepreneur,Igbo,Low,MTN,Prepaid,22,2023-10-01,1139.13,25748.02,4.84,626.8,45,4G,0.189,0.04,11.42,1,10.84,2.1,USSD,1,1,0,0,0,1,1,1,0,0,6,0.7,1,1
NIG011426,46,Male,Yobe,Yobe City,North East,Primary,Sales Rep,Igbo,Low,Glo,Hybrid,6,2025-01-23,1787.42,7851.2,7.69,600.48,45,4G,0.142,0.02,12.23,1,6.09,1.3,Bank Transfer,0,0,0,0,1,0,1,1,0,2,2,0,0,0
NIG011427,23,Male,Lagos,Badagry,South West,PhD,Teacher,Hausa,Low,9mobile,Postpaid,36,2022-08-07,7536.38,261461.61,2.75,487.09,51,2G,0.054,5.38,14.02,1,22.01,4.6,Bank Transfer,2,0,0,1,1,0,0,1,0,0,5,2.6,1,0
NIG011428,32,Male,Nasarawa,Nasarawa City,North Central,Secondary,Artisan,Hausa,Low,Glo,Prepaid,80,2018-12-26,5736.22,522192.87,8.68,625.57,54,3G,0.095,0.25,19.41,2,30.01,7.9,USSD,2,0,1,0,1,0,1,0,0,1,1,0.2,1,0
NIG011429,27,Female,Cross River,Cross River City,South South,Primary,Trader,Yoruba,Low,Glo,Prepaid,15,2024-04-28,5363.19,66395.22,12.38,559.68,52,4G,0.131,3.09,11.95,1,165.71,9.5,Card,2,0,0,0,0,1,0,1,0,1,1,4.4,1,0
NIG011430,24,Female,Nasarawa,Nasarawa City,North Central,Primary,Artisan,Hausa,Low,Airtel,Postpaid,8,2024-11-24,12583.97,107406.47,5.1,419.38,50,4G,0.137,1.65,7.16,3,39.79,8.2,Airtime Transfer,0,0,0,1,0,0,0,1,0,1,0,0.6,1,0
NIG011431,65,Male,Lagos,Epe,South West,Secondary,Civil Servant,English,Middle,MTN,Prepaid,43,2022-01-09,4433.29,149476.48,1.44,203.88,58,3G,0.117,0.02,11.47,0,12.93,2,Mobile Money,1,0,0,0,1,1,0,1,0,0,2,0.1,1,0
NIG011432,29,Female,Oyo,Ibadan,South West,Secondary,Trader,English,Middle,Glo,Postpaid,1,2025-06-22,4709.84,5830.12,7.49,603.07,40,3G,0.19,0.41,61.25,0,17.96,7.9,USSD,1,0,0,0,1,1,0,1,0,1,3,1.8,1,0
NIG011433,31,Female,Kwara,Kwara City,North Central,Secondary,Teacher,Yoruba,Low,MTN,Prepaid,3,2025-04-23,1853.68,5251.15,2.49,770.7,53,4G,0.136,3.8,3.88,7,17.17,8,Bank Transfer,1,1,0,0,1,0,0,1,0,0,3,1.7,1,1
NIG011434,21,Male,Bauchi,Bauchi City,North East,Masters,Doctor,Yoruba,Low,9mobile,Prepaid,22,2023-10-01,4127.29,93310.44,1.03,489.08,44,5G,0.158,0.04,29.27,2,0.11,4.1,POS,1,1,0,0,1,0,0,1,0,3,4,2.1,1,1
NIG011435,26,Female,Sokoto,Sokoto City,North West,HND/BSc,Artisan,English,Middle,MTN,Prepaid,88,2018-04-30,4455.8,467504.07,14.92,497.46,49,3G,0.056,0.81,22.04,3,8.01,6.1,Bank Transfer,2,0,0,0,1,0,0,1,0,0,8,2,1,0
NIG011436,45,Male,Rivers,Port Harcourt,South South,Primary,Trader,Yoruba,Low,Airtel,Prepaid,42,2022-02-08,500,20575.21,3.71,268.62,40,4G,0.177,0.45,4.08,2,16.58,4.8,USSD,2,1,1,0,1,1,0,1,0,1,7,0.7,1,1
NIG011437,21,Female,Yobe,Yobe City,North East,Secondary,Student,English,Low,Glo,Prepaid,2,2025-05-23,2889.39,7126.36,6.19,544.22,48,4G,0.288,0.35,19.38,2,20.07,3.8,Bank Transfer,0,0,0,0,0,1,0,0,0,1,3,3.7,1,1
NIG011438,47,Male,Oyo,Ibadan,South West,PhD,Accountant,Yoruba,Middle,MTN,Hybrid,14,2024-05-28,4707.34,46345.08,1.81,414,52,3G,0.147,2.94,18.4,2,44.15,7.4,USSD,3,0,0,0,1,1,0,1,0,1,2,1.7,0,0
NIG011439,23,Male,Nasarawa,Nasarawa City,North Central,Secondary,Doctor,Yoruba,Low,Airtel,Prepaid,1,2025-06-22,3826.18,4087.25,2.13,441.17,44,4G,0.107,1.83,37.99,2,34.86,3.5,POS,0,1,0,0,0,1,1,1,0,0,0,0.7,1,1
NIG011440,47,Female,Oyo,Ogbomoso,South West,OND/NCE,Artisan,Hausa,Low,MTN,Postpaid,1,2025-06-22,12563.03,13320.64,7.55,208.31,50,3G,0.117,1,4.21,2,6.45,8.1,USSD,0,0,0,0,1,1,0,1,0,0,2,0.3,0,0
NIG011441,51,Female,Borno,Borno City,North East,HND/BSc,Driver,Hausa,Low,Airtel,Prepaid,1,2025-06-22,3202.55,3203.09,2.07,161.8,52,4G,0.285,0.94,1.24,1,0.22,3.2,POS,2,0,1,0,1,0,0,1,0,1,1,0.5,1,1
NIG011442,34,Male,Adamawa,Adamawa City,North East,Primary,Entrepreneur,Igbo,Low,Airtel,Prepaid,31,2023-01-04,5766.26,135608.89,4.79,668.43,44,2G,0.065,0.25,8.61,4,9.84,8.7,Mobile Money,0,0,0,0,1,1,0,1,0,1,4,5.5,0,0
NIG011443,27,Female,Zamfara,Zamfara City,North West,Secondary,Civil Servant,Yoruba,Low,Airtel,Prepaid,20,2023-11-30,500,8296.77,6.38,883.79,46,4G,0.069,0.97,35.24,2,33.07,9.8,Cash,1,0,0,0,0,1,1,1,1,0,4,2,1,0
NIG011444,32,Female,Rivers,Opobo,South South,Secondary,Student,Hausa,Low,MTN,Prepaid,3,2025-04-23,4519.46,10991.15,2.13,262.16,57,4G,0.244,3.57,18.64,1,38.23,2.5,Bank Transfer,1,1,0,0,0,1,0,1,0,0,0,1.2,0,1
NIG011445,35,Male,Oyo,Ibadan,South West,Secondary,Student,Hausa,Low,9mobile,Postpaid,3,2025-04-23,12138.37,39893.12,3.02,462.86,53,4G,0.166,2.87,19.84,2,69.15,5.7,Airtime Transfer,1,0,0,0,1,1,1,1,1,0,5,0.6,1,0
NIG011446,36,Female,Kano,Karaye,North West,Secondary,Civil Servant,Hausa,Low,Airtel,Prepaid,7,2024-12-24,1645.3,10656.39,2.65,885.35,44,3G,0.062,1.4,27.7,2,2.42,8.6,Bank Transfer,1,0,0,0,1,1,0,0,0,0,4,1.1,1,0
NIG011447,36,Female,Rivers,Port Harcourt,South South,HND/BSc,Civil Servant,Yoruba,Middle,Glo,Postpaid,87,2018-05-30,8713.31,543143.01,4.8,539.33,44,4G,0.247,0.11,6.58,2,6.33,7.9,Card,1,0,0,0,0,1,0,1,0,2,3,0.8,1,0
NIG011448,31,Female,Plateau,Plateau City,North Central,Primary,Trader,Yoruba,Low,MTN,Prepaid,7,2024-12-24,4030.04,30238.13,8.71,190.15,53,3G,0.111,1.42,28.41,1,20.37,5.9,Mobile Money,1,0,1,0,1,0,1,1,0,0,5,0.3,0,0
NIG011449,33,Male,Rivers,Okrika,South South,Masters,Entrepreneur,Igbo,Low,Glo,Postpaid,1,2025-06-22,7260.99,9294.1,1.68,357.73,52,4G,0.155,3.4,18.57,2,4.63,9.6,Cash,0,0,0,0,0,1,0,1,1,2,5,0.5,0,0
NIG011450,52,Male,Kano,Rano,North West,Secondary,Civil Servant,English,Middle,MTN,Postpaid,81,2018-11-26,9090.66,870738.36,1.49,377.06,57,3G,0.082,0.68,10.72,1,29.46,5.7,Mobile Money,0,1,0,0,1,1,0,1,0,3,1,1.2,1,0
NIG011451,20,Male,Rivers,Obio-Akpor,South South,Secondary,Retiree,Yoruba,Low,9mobile,Prepaid,1,2025-06-22,4881.11,4617.59,6.32,208.87,48,4G,0.099,0.13,31.42,3,26.72,1.2,Bank Transfer,0,0,1,1,0,0,0,1,0,0,1,1,1,1
NIG011452,24,Female,Abia,Abia City,South East,OND/NCE,Teacher,Kanuri,Low,Glo,Prepaid,2,2025-05-23,7313.62,10449.2,0.81,208.87,48,4G,0.291,2.7,22.51,1,15.14,7.4,Card,0,1,0,0,0,1,1,0,0,0,4,3,1,1
NIG011453,60,Male,Kano,Kano,North West,Masters,Student,Igbo,Middle,9mobile,Prepaid,24,2023-08-02,2426.6,41186.32,3.78,441.85,30,5G,0.117,2.29,37.11,2,7.22,4.7,POS,1,0,0,0,1,0,0,1,1,1,3,2.5,1,1
NIG011454,39,Female,Adamawa,Adamawa City,North East,PhD,Teacher,English,Low,MTN,Prepaid,16,2024-03-29,2115.81,41812.51,1.87,1338.04,56,4G,0.205,5.17,19.7,3,41.94,8.6,Mobile Money,1,0,0,1,1,1,1,1,0,2,3,1.7,1,0
NIG011455,52,Female,Imo,Imo City,South East,Primary,Trader,Yoruba,Low,Glo,Postpaid,43,2022-01-09,6090.1,196718.24,7.34,1532.03,47,4G,0.179,0.81,28.04,2,8.51,9.1,Card,0,0,0,0,0,1,0,1,0,2,4,1.9,1,1
NIG011456,43,Male,Edo,Edo City,South South,Secondary,Banker,English,Low,Airtel,Postpaid,18,2024-01-29,2000,25500.12,4.31,412.51,53,4G,0.282,2.38,18.32,3,0.72,2.6,USSD,1,1,1,0,1,1,0,1,0,0,0,0.2,0,1
NIG011457,33,Male,Imo,Imo City,South East,HND/BSc,Engineer,Yoruba,High,MTN,Prepaid,1,2025-06-22,2668.26,3015.36,17.28,499.33,55,5G,0.194,0,9.03,3,32.14,1.5,Mobile Money,0,0,0,0,0,0,0,0,0,0,2,5.7,0,1
NIG011458,49,Female,Lagos,Epe,South West,OND/NCE,Lawyer,Igbo,Low,MTN,Prepaid,7,2024-12-24,4018.97,24266.7,3.55,452.47,58,4G,0.25,0.07,18.8,2,32.65,6.6,Card,1,0,1,0,1,1,0,1,0,1,1,1.3,1,0
NIG011459,52,Female,Nasarawa,Nasarawa City,North Central,Secondary,IT Professional,Pidgin,Low,Glo,Prepaid,11,2024-08-26,500,6933.42,1.13,811.74,41,3G,0.164,2.17,13.41,1,2.95,2.3,USSD,1,0,0,0,1,0,1,0,0,0,4,3.2,1,1
NIG011460,39,Male,Imo,Imo City,South East,No Formal Education,Artisan,Fulani,Low,Airtel,Prepaid,53,2021-03-15,2720.96,146280.82,5.67,663.28,46,4G,0.166,0.76,22.18,1,3.32,1,Cash,0,0,0,0,0,1,0,1,0,2,5,2.1,1,0
NIG011461,43,Female,Benue,Benue City,North Central,Secondary,Civil Servant,Yoruba,Middle,Glo,Prepaid,8,2024-11-24,1977.54,13148.26,2.11,1445.71,47,4G,0.106,0.74,19.53,4,31.04,3.8,Bank Transfer,2,0,0,0,0,0,0,1,0,2,4,0.7,1,1
NIG011462,76,Male,Kaduna,Kaduna,North West,Secondary,Trader,English,Middle,MTN,Postpaid,56,2020-12-15,7942.18,572358.91,5.7,1292.86,48,4G,0.122,1.24,27.92,4,168,7.9,Airtime Transfer,2,0,1,1,1,1,0,1,0,1,1,0.6,1,0
NIG011463,30,Male,Kano,Kano,North West,Secondary,Driver,English,Low,MTN,Hybrid,16,2024-03-29,3126.05,38509.15,7.01,415.39,51,4G,0.144,0.75,12.87,2,2.08,5.8,Card,1,1,0,0,0,1,1,1,0,1,3,3.3,1,1
NIG011464,43,Female,Ogun,Ogun City,South West,HND/BSc,Entrepreneur,Yoruba,Low,MTN,Postpaid,6,2025-01-23,9658.95,68135.96,6.5,1564.45,38,3G,0.095,0.27,9.06,3,11.64,6.3,USSD,1,0,0,0,0,0,0,1,0,0,4,2.1,1,0
NIG011465,78,Male,Ebonyi,Ebonyi City,South East,HND/BSc,Artisan,Yoruba,Low,Airtel,Prepaid,17,2024-02-28,2260.21,37859.42,1.22,843,68,4G,0.026,0.27,16.62,0,6.22,4.8,Mobile Money,0,0,0,0,1,1,0,1,0,3,3,8.6,0,1
NIG011466,32,Male,Kaduna,Zaria,North West,Primary,Artisan,Hausa,Low,9mobile,Prepaid,35,2022-09-06,1812.18,62496.31,7.66,384.93,48,4G,0.262,2.32,50.29,3,57.68,9.6,Airtime Transfer,2,0,1,0,1,0,0,1,1,1,3,2.8,0,0
NIG011467,28,Female,Rivers,Bonny,South South,Secondary,Student,Hausa,Middle,Glo,Prepaid,2,2025-05-23,4124.86,7553.58,9.63,330.74,55,3G,0.068,0.35,14.76,1,25.36,8,USSD,0,1,0,0,1,0,0,1,0,1,4,0.7,1,0
NIG011468,47,Male,Kogi,Kogi City,North Central,Primary,Unemployed,English,Low,Glo,Prepaid,3,2025-04-23,2883.57,9888.78,3.46,654.74,41,3G,0.137,5.35,10.82,2,9.26,3.8,Card,5,1,0,0,0,0,1,0,0,1,3,4.2,0,0
NIG011469,34,Female,Lagos,Ikorodu,South West,HND/BSc,Accountant,Kanuri,Low,Airtel,Postpaid,9,2024-10-25,6928.22,44431.52,2.12,482.42,43,4G,0.188,2.02,30.82,1,6.44,6.7,Bank Transfer,0,0,1,0,1,1,0,0,1,2,2,1.6,1,0
NIG011470,39,Female,Sokoto,Sokoto City,North West,Secondary,IT Professional,Yoruba,Low,Airtel,Prepaid,4,2025-03-24,4593.99,22880.57,7.98,138.38,42,3G,0.158,2.9,12.62,3,32.31,8.2,Bank Transfer,0,0,1,0,1,0,1,1,0,1,4,2.7,1,0
NIG011471,32,Female,Anambra,Anambra City,South East,OND/NCE,Trader,English,Middle,Glo,Prepaid,10,2024-09-25,4502.82,54950.47,2.75,193.93,52,4G,0.159,4.56,14.57,2,26.06,8.8,Mobile Money,0,0,1,0,0,1,1,1,1,2,1,4.3,1,0
NIG011472,24,Male,Oyo,Saki,South West,HND/BSc,Unemployed,English,High,9mobile,Prepaid,33,2022-11-05,2386.5,92927.66,3.67,1391.49,69,4G,0.026,1.95,10.7,1,0.84,1.3,Card,1,0,1,0,1,0,1,1,0,1,3,5.2,0,0
NIG011473,20,Male,Ogun,Ogun City,South West,Secondary,Farmer,Hausa,Middle,MTN,Prepaid,14,2024-05-28,776.61,9389.04,2.37,235.6,52,4G,0.101,4.57,17.94,0,12.34,5.6,Cash,1,1,0,0,1,1,0,1,0,0,2,0.1,1,0
NIG011474,49,Male,Imo,Imo City,South East,Secondary,Entrepreneur,English,Middle,MTN,Postpaid,15,2024-04-28,17780.18,303448.44,6.23,183.03,65,3G,0.224,2.57,41.18,1,0.28,8,USSD,3,0,0,1,1,1,1,0,0,2,2,1,1,0
NIG011475,23,Female,Lagos,Lagos,South West,Masters,Farmer,Hausa,Middle,Glo,Prepaid,19,2023-12-30,4144.05,66034.54,6.67,165.31,50,4G,0.237,0.34,16.1,2,6.34,9.7,Bank Transfer,1,0,0,0,1,1,1,1,0,1,4,3.5,1,0
NIG011476,46,Female,Kwara,Kwara City,North Central,Masters,Student,Hausa,Low,MTN,Postpaid,18,2024-01-29,9891.57,196018.07,4.09,1406.92,44,5G,0.137,3.87,24.11,4,30.99,2.4,Bank Transfer,1,0,1,0,1,0,0,1,0,1,3,0.5,1,0
NIG011477,28,Male,Lagos,Lagos,South West,Secondary,Civil Servant,Igbo,Middle,Airtel,Prepaid,4,2025-03-24,2100.14,8743.36,8.73,813.24,41,4G,0.283,0.37,17.9,1,4.88,4.8,Bank Transfer,2,1,1,0,1,1,0,1,0,3,5,1.6,0,1
NIG011478,25,Female,Rivers,Okrika,South South,Masters,Student,Hausa,Middle,Glo,Prepaid,2,2025-05-23,3222.7,8018.98,4.76,336.79,55,4G,0.051,2.02,4.03,0,1.18,7.1,Mobile Money,1,1,1,0,1,0,0,1,0,0,4,1.8,1,0
NIG011479,38,Female,Plateau,Plateau City,North Central,Secondary,Trader,English,Low,MTN,Prepaid,23,2023-09-01,5267.2,146509.28,3.88,923,52,4G,0.2,5.06,83.49,2,39.16,7.5,Cash,0,1,1,0,1,0,1,1,0,1,2,1.1,0,0
NIG011480,22,Female,Oyo,Oyo,South West,HND/BSc,Doctor,Igbo,Low,MTN,Prepaid,1,2025-06-22,1762.99,1841.46,3.96,282.88,51,4G,0.172,0.28,36.45,1,45.67,8.8,POS,2,1,0,0,0,1,1,1,0,0,2,5,1,0
NIG011481,49,Male,Borno,Borno City,North East,Secondary,Student,Pidgin,Low,Airtel,Prepaid,2,2025-05-23,3194.43,5546.15,7.03,734.95,69,4G,0.153,0.25,13.6,2,7.59,9,USSD,0,0,1,0,1,1,1,1,0,3,3,0.4,0,0
NIG011482,34,Female,Plateau,Plateau City,North Central,OND/NCE,Civil Servant,Yoruba,Middle,MTN,Prepaid,1,2025-06-22,500,452.88,9.93,282.93,49,4G,0.066,8.55,22.99,3,41.23,9.5,Card,4,0,0,0,1,0,0,1,0,1,1,1.7,1,1
NIG011483,21,Female,Sokoto,Sokoto City,North West,OND/NCE,Trader,English,Low,Glo,Prepaid,5,2025-02-22,4392.05,20484.89,3.36,1063.19,57,4G,0.066,2.82,65.52,0,17.96,7.5,USSD,0,0,1,0,1,0,0,0,0,1,2,1.4,1,1
NIG011484,27,Male,Edo,Edo City,South South,Masters,Trader,Yoruba,Middle,Glo,Prepaid,29,2023-03-05,1536.81,35433.91,4.89,617.66,46,4G,0.111,2.21,2.43,0,35.12,4.9,Bank Transfer,1,0,0,0,1,1,1,1,0,0,2,4.2,1,0
NIG011485,38,Male,Rivers,Obio-Akpor,South South,HND/BSc,Farmer,English,Low,MTN,Prepaid,1,2025-06-22,4384.38,3093.29,6.95,558.32,50,4G,0.267,1.98,11.1,1,11.02,3.8,Mobile Money,0,1,1,0,0,1,1,1,0,0,5,4,1,1
NIG011486,71,Female,Rivers,Obio-Akpor,South South,Masters,Lawyer,Other,Middle,Airtel,Prepaid,7,2024-12-24,6747.37,44246.03,1.46,571.66,56,3G,0.051,1.43,22.67,0,71.23,3.2,Card,1,0,0,1,1,0,0,1,0,1,2,0.4,1,1
NIG011487,39,Female,Sokoto,Sokoto City,North West,Secondary,Teacher,English,Low,Glo,Hybrid,1,2025-06-22,3047.82,2485.68,2.32,1183.04,51,4G,0.198,6.28,20.52,6,3.01,4,Bank Transfer,0,1,0,0,1,1,1,1,0,1,2,0.6,1,1
NIG011488,29,Female,Kaduna,Kagoro,North West,Primary,Student,English,Middle,Glo,Prepaid,9,2024-10-25,2479.65,28621.95,5.23,1167.5,51,4G,0.076,2.25,11.33,2,43.21,6.5,Mobile Money,0,0,0,0,1,1,0,1,0,1,4,3.2,1,0
NIG011489,21,Male,Abia,Abia City,South East,OND/NCE,Unemployed,Hausa,Middle,MTN,Postpaid,21,2023-10-31,10383.44,256946.9,1.26,432.96,52,3G,0.095,1.1,14.87,3,9.07,9.4,USSD,1,1,0,0,0,1,0,1,0,2,2,2.4,1,0
